LabelName,DisplayName,ChineseName
/m/01mzpv,Chair,椅子
/m/01nkt,Cheese,干酪
/m/0cd4d,Cheetah,猎豹
/m/05kyg_,Chest of drawers,抽屉柜
/m/09b5t,Chicken,鸡
/m/0f8s22,Chime,钟声
/m/0_dqb,Chisel,凿子
/m/01_5g,Chopsticks,筷子
/m/025nd,Christmas tree,圣诞树
/m/01x3z,Clock,时钟
/m/0d4w1,Closet,壁橱
/m/09j2d,Clothing,服装
/m/01xygc,Coat,外套
/m/024g6,Cocktail,鸡尾酒
/m/0440zs,Cocktail shaker,鸡尾酒摇壶
/m/0djtd,Coconut,椰子
/m/02vqfm,Coffee (drink),咖啡（饮料）
/m/02p5f1q,Coffee cup,咖啡杯
/m/078n6m,Coffee table,咖啡桌
/m/07xyvk,Coffeemaker,咖啡制造商
/m/0242l,Coin,硬币
/m/043nyj,Common fig,普通无花果
/m/0ftb8,Common sunflower,普通向日葵
/m/01m2v,Computer keyboard,电脑键盘
/m/02522,Computer monitor,计算机监视器
/m/020lf,Computer mouse,电脑鼠标
/m/011q46kg,Container,容器
/m/0crjs,Convenience store,便利店
/m/021mn,Cookie,曲奇
/m/07mcwg,Cooking spray,烹饪喷雾
/m/0h8lkj8,Corded phone,有线电话
/m/014trl,Cosmetics,化妆品
/m/02crq1,Couch,沙发
/m/0b3fp9,Countertop,台面
/m/025rp__,Cowboy hat,牛仔帽
/m/0n28_,Crab,蟹
/m/08p92x,Cream,奶油
/m/02ctlc,Cricket ball,板球
/m/09f_2,Crocodile,鳄鱼
/m/015wgc,Croissant,牛角面包
/m/0nl46,Crown,王冠
/m/05441v,Crutch,拐杖
/m/015x4r,Cucumber,黄瓜
/m/0642b4,Cupboard,橱柜
/m/03rszm,Curtain,窗帘
/m/02pdsw,Cutting board,砧板
/m/02gzp,Dagger,匕首
/m/0284d,Dairy Product,乳制品
/m/09kx5,Deer,鹿
/m/01y9k5,Desk,书桌
/m/0270h,Dessert,甜点
/m/0f571,Diaper,尿布
/m/029b3,Dice,骰子
/m/06_72j,Digital clock,数字时钟
/m/029tx,Dinosaur,恐龙
/m/0ky7b,Dishwasher,洗碗机
/m/0bt9lr,Dog,狗
/m/0h8n6f9,Dog bed,狗床
/m/0167gd,Doll,洋娃娃
/m/02hj4,Dolphin,海豚
/m/02dgv,Door,门
/m/03c7gz,Door handle,车门把手
/m/0jy4k,Doughnut,甜甜圈
/m/0ft9s,Dragonfly,蜻蜓
/m/0fqfqc,Drawer,抽屉
/m/01d40f,Dress,连衣裙
/m/01d380,Drill (Tool),钻头（工具）
/m/0271t,Drink,喝
/m/03v5tg,Drinking straw,饮用吸管
/m/026t6,Drum,鼓
/m/09ddx,Duck,鸭子
/m/04h8sr,Dumbbell,哑铃
/m/09csl,Eagle,鹰
/m/01r546,Earring,耳环
/m/033cnk,Egg,鸡蛋
/m/0bwd_0j,Elephant,大象
/m/0frqm,Envelope,信封
/m/02fh7f,Eraser,橡皮擦
/m/02xb7qb,Face powder,扑面粉
/m/0h8nsvg,Facial tissue holder,面部纸巾架
/m/0f6wt,Falcon,猎鹰
/m/0463sg,Fashion accessory,时装配件
/m/01_bhs,Fast food,快餐
/m/02xqq,Fax,传真
/m/02fq_6,Fedora,费多拉
/m/047j0r,Filing cabinet,文件柜
/m/01pns0,Fire hydrant,消防栓
/m/03tw93,Fireplace,壁炉
/m/0ch_cf,Fish,鱼
/m/0cmf2,Fixed-wing aircraft,固定翼飞机
/m/03120,Flag,旗帜
/m/01kb5b,Flashlight,手电筒
/m/0c9ph5,Flower,花
/m/0fm3zh,Flowerpot,Flowerpot公司
/m/0l14j_,Flute,长笛
/m/02wmf,Flying disc,飞行圆盘
/m/02wbm,Food,食物
/m/03y6mg,Food processor,食品加工机
/m/01226z,Football,足球运动
/m/07qxg_,Football helmet,足球头盔
/m/09j5n,Footwear,鞋类
/m/0dt3t,Fork,叉
/m/0220r2,Fountain,人工喷泉
/m/0306r,Fox,狐
/m/02y6n,French fries,炸薯条
/m/0319l,French horn,法国圆号
/m/09ld4,Frog,蛙
/m/02xwb,Fruit,水果
/m/04v6l4,Frying pan,煎锅
/m/0c_jw,Furniture,家具
/m/0cjs7,Garden Asparagus,花园芦笋
/m/02wv84t,Gas stove,燃气灶
/m/03bk1,Giraffe,长颈鹿
/m/05r655,Girl,女孩
/m/0jyfg,Glasses,玻璃杯
/m/0174n1,Glove,手套
/m/03fwl,Goat,山羊
/m/02_n6y,Goggles,护目镜
/m/03fj2,Goldfish,金鱼
/m/044r5d,Golf ball,高尔夫球
/m/0323sq,Golf cart,高尔夫球车
/m/02068x,Gondola,贡多拉
/m/0dbvp,Goose,鹅
/m/0388q,Grape,葡萄
/m/0hqkz,Grapefruit,葡萄柚
/m/0h8jyh6,Grinder,研磨机
/m/02g30s,Guacamole,鳄梨酱
/m/0342h,Guitar,吉他
/m/03wvsk,Hair dryer,吹风机
/m/05w9t9,Hair spray,发胶
/m/0cdn1,Hamburger,汉堡包
/m/03l9g,Hammer,锤子
/m/03qrc,Hamster,仓鼠
/m/0c3m8g,Hand dryer,干手器
/m/080hkjn,Handbag,手提包
/m/0gxl3,Handgun,手枪
/m/02l8p9,Harbor seal,港湾海豹
/m/03qjg,Harmonica,谐波
/m/03m5k,Harp,竖琴
/m/03q5t,Harpsichord,大键琴
/m/02dl1y,Hat,帽子
/m/01b7fy,Headphones,耳机
/m/03qhv5,Heater,加热器
/m/0cl4p,Hedgehog,刺猬
/m/09ct_,Helicopter,直升机
/m/0zvk5,Helmet,头盔
/m/06k2mb,High heels,高跟鞋
/m/0268lbt,Hiking equipment,徒步旅行设备
/m/09f20,Hippopotamus,河马
/m/019dx1,Home appliance,家用电器
/m/0fz0h,Honeycomb,蜂窝
/m/0cqn2,Horizontal bar,水平条
/m/03k3r,Horse,马
/m/01b9xk,Hot dog,热狗
/m/03jm5,House,房屋
/m/03fp41,Houseplant,家用植物
/m/0dzf4,Human arm,人体手臂
/m/02p0tk3,Human body,人体
/m/039xj_,Human ear,人耳
/m/014sv8,Human eye,人眼
/m/0dzct,Human face,人脸
/m/031n1,Human foot,人的脚
/m/03q69,Human hair,人的头发
/m/0k65p,Human hand,人手
/m/04hgtk,Human head,人头
/m/035r7c,Human leg,人的腿
/m/0283dt1,Human mouth,人的嘴
/m/0k0pj,Human nose,人的鼻子
/m/04lvq_,Humidifier,加湿器
/m/0cxn2,Ice cream,冰淇淋
/m/03wym,Indoor rower,划船器
/m/061hd_,Infant bed,婴儿床
/m/03vt0,Insect,昆虫
/m/03xxp,Invertebrate,无脊椎动物
/m/0mcx2,Ipod,Ipod公司
/m/035vxb,Isopod,等足类动物
/m/032b3c,Jacket,夹克
/m/065h6l,Jacuzzi,按摩浴缸
/m/0449p,Jaguar (Animal),捷豹（动物）
/m/0fly7,Jeans,牛仔裤
/m/0d8zb,Jellyfish,水母
/m/01xs3r,Jet ski,喷气式滑雪板
/m/08hvt4,Jug,大罐
/m/01z1kdw,Juice,果汁
/m/04c0y,Kangaroo,袋鼠
/m/03s_tn,Kettle,水壶
/m/0h8n5zk,Kitchen & dining room table,厨房和餐厅餐桌
/m/0h99cwc,Kitchen appliance,厨房用具
/m/058qzx,Kitchen knife,厨房刀具
/m/03hlz0c,Kitchen utensil,厨房用具
/m/03_wxk,Kitchenware,厨房用具
/m/02zt3,Kite,风筝
/m/04ctx,Knife,刀
/m/04cp_,Koala,树袋熊
/m/012w5l,Ladder,梯子
/m/027rl48,Ladle,长柄勺
/m/0gj37,Ladybug,瓢虫
/m/0dtln,Lamp,灯
/m/01prls,Land vehicle,陆地车辆
/m/01jfsr,Lantern,灯笼
/m/01c648,Laptop,笔记本电脑
/m/04gth,Lavender (Plant),薰衣草（植物）
/m/09k_b,Lemon (plant),柠檬（植物）
/m/0c29q,Leopard,豹子
/m/0h8l4fh,Light bulb,灯泡
/m/03jbxj,Light switch,灯光开关
/m/04h7h,Lighthouse,灯塔
/m/0jqgx,Lily,百合花
/m/01lcw4,Limousine,豪华轿车
/m/096mb,Lion,狮
/m/06c7f7,Lipstick,口红
/m/04m9y,Lizard,蜥蜴
/m/0cjq5,Lobster,龙虾
/m/0703r8,Loveseat,爱情座椅
/m/0hf58v5,Luggage and bags,行李和包
/m/04g2r,Lynx,猞猁
/m/012074,Magpie,鹊
/m/04rky,Mammal,哺乳动物
/m/04yx4,Man,成年男子
/m/0fldg,Mango,芒果
/m/0cffdh,Maple,枫树
/m/0xzly,Maraca,马拉卡
/m/03hl4l9,Marine invertebrates,无脊椎动物
/m/0gd2v,Marine mammal,海洋哺乳动物
/m/07v9_z,Measuring cup,量杯
/m/02x984l,Mechanical fan,机械风扇
/m/01xgg_,Medical equipment,医疗设备
/m/0hg7b,Microphone,麦克风
/m/0fx9l,Microwave oven,微波炉
/m/04zpv,Milk,牛奶
/m/01cmb2,Miniskirt,超短裙
/m/054_l,Mirror,镜子
/m/04ylt,Missile,导弹
/m/063rgb,Mixer,搅拌机
/m/03hj559,Mixing bowl,搅拌碗
/m/050k8,Mobile phone,移动电话
/m/08pbxl,Monkey,猴子
/m/0d_2m,Moths and butterflies,飞蛾和蝴蝶
/m/04_sv,Motorcycle,摩托车
/m/04rmv,Mouse,老鼠
/m/01tcjp,Muffin,消音器
/m/02jvh9,Mug,杯子
/m/0dbzx,Mule,骡子
/m/052sf,Mushroom,蘑菇
/m/04szw,Musical instrument,乐器
/m/057cc,Musical keyboard,音乐键盘
/m/05bm6,Nail (Construction),钉子（施工）
/m/01llwg,Necklace,项链
/m/02z51p,Nightstand,床头柜
/m/05kms,Oboe,双簧管
/m/021sj1,Office building,办公楼
/m/02rdsp,Office supplies,办公用品
/m/0cyhj_,Orange (fruit),橙色（水果）
/m/013y1f,Organ (Musical Instrument),风琴（乐器）
/m/05n4y,Ostrich,鸵鸟
/m/0cn6p,Otter,水獭
/m/029bxz,Oven,烤箱
/m/09d5_,Owl,猫头鹰
/m/0_cp5,Oyster,牡蛎
/m/014y4n,Paddle,桨
/m/0cdl1,Palm tree,棕榈树
/m/01dwwc,Pancake,薄饼
/m/03bj1,Panda,熊猫
/m/080n7g,Paper cutter,切纸机
/m/02w3r3,Paper towel,纸巾
/m/0cyfs,Parachute,降落伞
/m/015qbp,Parking meter,停车收费表
/m/0gv1x,Parrot,鹦鹉
/m/05z55,Pasta,意大利面食
/m/0hnyx,Pastry,油酥面团
/m/0dj6p,Peach,桃
/m/061_f,Pear,梨
/m/0k1tl,Pen,笔
/m/05676x,Pencil case,铅笔盒
/m/02ddwp,Pencil sharpener,卷笔刀
/m/05z6w,Penguin,企鹅
/m/0p833,Perfume,香水
/m/01g317,Person,人
/m/02w3_ws,Personal care,个人护理
/m/054xkw,Personal flotation device,个人漂浮装置
/m/05r5c,Piano,钢琴
/m/07kng9,Picnic basket,野餐篮子
/m/06z37_,Picture frame,相框
/m/068zj,Pig,猪
/m/034c16,Pillow,枕头
/m/0fp6w,Pineapple,菠萝
/m/054fyh,Pitcher (Container),投球手（集装箱）
/m/0663v,Pizza,披萨
/m/08ks85,Pizza cutter,比萨刀
/m/05s2s,Plant,植物
/m/05gqfk,Plastic bag,塑料袋
/m/050gv4,Plate,盘子
/m/099ssp,Platter,大浅盘
/m/02pkr5,Plumbing fixture,管道固定装置
/m/0633h,Polar bear,北极熊
/m/0jwn_,Pomegranate,石榴
/m/01hrv5,Popcorn,爆米花
/m/04m6gz,Porch,门廊
/m/0c568,Porcupine,豪猪
/m/01n5jq,Poster,招贴画
/m/05vtc,Potato,马铃薯
/m/03bbps,Power plugs and sockets,电源插头和插座
/m/0h8ntjv,Pressure cooker,高压锅
/m/01f91_,Pretzel,椒盐脆饼
/m/01m4t,Printer,打印机
/m/05zsy,Pumpkin,南瓜
/m/0420v5,Punching bag,冲孔袋
/m/06mf6,Rabbit,兔子
/m/0dq75,Raccoon,浣熊
/m/0dv9c,Racket,球拍
/m/015x5n,Radish,萝卜
/m/02bm9n,Ratchet (Device),棘轮（装置）
/m/06j2d,Raven,掠夺
/m/0m53l,Rays and skates,射线和溜冰鞋
/m/06l9r,Red panda,小熊猫
/m/040b_t,Refrigerator,冰箱
/m/0qjjc,Remote control,遥控器
/m/06bt6,Reptile,爬行动物
/m/03d443,Rhinoceros,犀牛
/m/06c54,Rifle,步枪
/m/04zwwv,Ring binder,环形活页夹
/m/09rvcxw,Rocket,火箭
/m/02p3w7d,Roller skates,旱冰鞋
/m/06m11,Rose,玫瑰
/m/0wdt60w,Rugby ball,橄榄球
/m/0hdln,Ruler,尺子
/m/0grw1,Salad,沙拉
/m/02x8cch,Salt and pepper shakers,盐和胡椒摇瓶
/m/03nfch,Sandal,凉鞋
/m/0l515,Sandwich,三明治
/m/03q5c7,Saucer,茶碟
/m/06ncr,Saxophone,萨克斯管
/m/03txqz,Scale,规模
/m/02h19r,Scarf,围巾
/m/01lsmm,Scissors,剪刀
/m/057p5t,Scoreboard,记分牌
/m/0755b,Scorpion,蝎子
/m/01bms0,Screwdriver,螺丝刀
/m/06msq,Sculpture,雕塑
/m/0gd36,Sea lion,海狮
/m/0120dh,Sea turtle,海龟
/m/06nwz,Seafood,海鲜
/m/0nybt,Seahorse,海马
/m/0dkzw,Seat belt,安全带
/m/076bq,Segway,赛格威
/m/0h8n27j,Serving tray,上菜托盘
/m/0llzx,Sewing machine,缝纫机
/m/0by6g,Shark,鲨鱼
/m/07bgp,Sheep,羊
/m/0gjbg72,Shelf,架子
/m/0fbdv,Shellfish,贝类
/m/01n4qj,Shirt,衬衫
/m/01bfm9,Shorts,短裤
/m/06nrc,Shotgun,霰弹枪
/m/02f9f_,Shower,淋浴器
/m/0ll1f78,Shrimp,虾
/m/0130jx,Sink,下沉
/m/06_fw,Skateboard,滑板
/m/071p9,Ski,滑雪
/m/02wv6h6,Skirt,短裙
/m/016m2d,Skull,颅骨
/m/0km7z,Skunk,臭鼬
/m/079cl,Skyscraper,摩天大楼
/m/02tsc9,Slow cooker,慢炖锅
/m/01ww8y,Snack,点心
/m/0f9_l,Snail,蜗牛
/m/078jl,Snake,蛇
/m/06__v,Snowboard,滑雪板
/m/0152hh,Snowman,雪人
/m/01x3jk,Snowmobile,雪地摩托
/m/04vv5k,Snowplow,扫雪机
/m/0c3mkw,Soap dispenser,肥皂分配器
/m/01nq26,Sock,短袜
/m/03m3pdh,Sofa bed,沙发床
/m/02jfl0,Sombrero,索姆布雷罗
/m/0h23m,Sparrow,麻雀
/m/02d1br,Spatula,铲
/m/0h8kx63,Spice rack,香料架
/m/09kmb,Spider,蜘蛛
/m/0cmx8,Spoon,勺子
/m/05y5lj,Sports equipment,运动器材
/m/0h8mhzd,Sports uniform,运动服
/m/0dv77,Squash (Plant),南瓜（植物）
/m/09gys,Squid,鱿鱼
/m/071qp,Squirrel,松鼠
/m/01lynh,Stairs,楼梯
/m/025fsf,Stapler,装订器
/m/01h8tj,Starfish,海星
/m/03kt2w,Stationary bicycle,固定式自行车
/m/073g6,Stethoscope,听诊器
/m/0fqt361,Stool,凳子
/m/02pv19,Stop sign,停车标志
/m/07fbm7,Strawberry,草莓
/m/033rq4,Street light,路灯
/m/02lbcq,Stretcher,担架
/m/026qbn5,Studio couch,工作室沙发
/m/074d1,Submarine,潜艇
/m/06pcq,Submarine sandwich,潜艇三明治
/m/01xyhv,Suit,适合
/m/01s55n,Suitcase,手提箱
/m/02wbtzl,Sun hat,太阳帽
/m/017ftj,Sunglasses,太阳镜
/m/019w40,Surfboard,冲浪板
/m/07030,Sushi,寿司
/m/0dftk,Swan,天鹅
/m/04tn4x,Swim cap,泳帽
/m/0b_rs,Swimming pool,游泳池
/m/01gkx_,Swimwear,泳装
/m/06y5r,Sword,剑
/m/012ysf,Syringe,注射器
/m/04bcr3,Table,桌子
/m/05_5p_0,Table tennis racket,乒乓球拍
/m/0bh9flk,Tablet computer,平板电脑
/m/04brg2,Tableware,餐具
/m/07crc,Taco,墨西哥玉米饼
/m/07cmd,Tank,坦克
/m/02jz0l,Tap,水龙头
/m/02zvsm,Tart,尖酸的
/m/0pg52,Taxi,出租车
/m/07clx,Tea,茶叶
/m/01fh4r,Teapot,茶壶
/m/0kmg4,Teddy bear,泰迪熊
/m/07cx4,Telephone,电话
/m/07c52,Television,电视机
/m/05ctyq,Tennis ball,网球
/m/0h8my_4,Tennis racket,网球拍
/m/01j61q,Tent,帐篷
/m/01krhy,Tiara,蒂亚拉
/m/0175cv,Tick,打上钩
/m/01rkbr,Tie,领带
/m/07dm6,Tiger,虎
/m/02jnhm,Tin can,锡罐
/m/0h9mv,Tire,使疲劳
/m/01k6s3,Toaster,烤面包机
/m/09g1w,Toilet,坐便器
/m/09gtd,Toilet paper,卫生纸
/m/07j87,Tomato,番茄
/m/07k1x,Tool,工具
/m/012xff,Toothbrush,牙刷
/m/07dd4,Torch,手电筒
/m/011k07,Tortoise,乌龟
/m/0162_1,Towel,毛巾
/m/01fdzj,Tower,塔
/m/0138tl,Toy,玩具
/m/015qff,Traffic light,交通灯
/m/01mqdt,Traffic sign,交通标志
/m/07jdr,Train,火车
/m/076lb9,Training bench,训练台
/m/030610,Treadmill,跑步机
/m/07j7r,Tree,树
/m/02wg_p,Tree house,树屋
/m/073bxn,Tripod,三脚架
/m/07c6l,Trombone,长号
/m/07mhn,Trousers,裤子
/m/07r04,Truck,卡车
/m/07gql,Trumpet,小号
/m/0jly1,Turkey,土耳其
/m/09dzg,Turtle,乌龟
/m/0hnnb,Umbrella,雨伞
/m/0f6nr,Unicycle,独轮车
/m/0h2r6,Van,厢式货车
/m/02s195,Vase,花瓶
/m/0f4s2w,Vegetable,蔬菜
/m/07yv9,Vehicle,交通工具
/m/01jfm_,Vehicle registration plate,车辆牌照
/m/07y_7,Violin,小提琴
/m/02rgn06,Volleyball (Ball),排球（球）
/m/01dwsz,Waffle,华夫饼
/m/04z4wx,Waffle iron,华夫铁
/m/0h8mzrc,Wall clock,挂钟
/m/02vkqh8,Wardrobe,衣柜
/m/0174k2,Washing machine,洗衣机
/m/0bjyj5,Waste container,废物容器
/m/0gjkl,Watch,看
/m/01rzcn,Watercraft,水上运动
/m/0kpqd,Watermelon,西瓜
/m/083kb,Weapon,武器
/m/084zz,Whale,鲸鱼
/m/083wq,Wheel,轮
/m/0qmmr,Wheelchair,轮椅
/m/02vwcm,Whisk,搅拌
/m/02d9qx,Whiteboard,白板
/m/0mw_6,Willow,柳树
/m/0d4v4,Window,窗
/m/031b6r,Window blind,百叶窗
/m/081qc,Wine,葡萄酒
/m/09tvcd,Wine glass,酒杯
/m/0271qf7,Wine rack,葡萄酒架
/m/02cvgx,Winter melon,冬瓜
/m/084rd,Wok,沃克
/m/03bt1vf,Woman,成年女子
/m/04169hn,Wood-burning stove,燃木炉
/m/01dy8n,Woodpecker,啄木鸟
/m/084hf,Worm,蠕虫
/m/01j5ks,Wrench,扳手
/m/0898b,Zebra,斑马
/m/027pcv,Zucchini,西葫芦
